thruster_temp,battery_voltage,battery_temp,solar_panel_current,gyro_rate,reaction_wheel_rpm,comms_signal_strength,radiation_dose,is_anomaly,will_fail,health_score
29.98685661204493,27.944694279531525,19.94306561430208,10.353327461292512,0.1236763930875695,2906.345217220328,-73.68314873797044,3.6717171838155047,0,0,99
25.75084988303611,27.828781574329508,15.772779488642483,10.905145511469172,0.024405361973572393,2748.2100156302995,-77.60911813234956,3.9097511895498167,0,0,98
27.946011101048263,27.57691562841764,20.467634736309567,8.992315438772977,0.16450970832640582,2216.13195044809,-85.31274419559372,4.6873838942710675,0,0,97
32.22848890487566,27.547779078127373,18.403286647884066,9.858348774476806,0.21619708485059727,3357.7329320435047,-76.98000881102105,5.4028315741130575,0,0,99
27.711959513678664,28.40141315915681,19.084908075142902,10.2487374421843,0.17794998507162113,3615.2146265863876,-80.14330415643981,3.2988760622096636,0,0,99
29.428450286046985,27.684296668520833,20.23113385131368,10.712869002361833,0.1140409213739484,3200.579332609922,-75.36725338827189,5.268579737799115,0,0,99
29.184481108258304,28.104422108871955,18.015340369927383,10.425600012080077,0.02722120678655001,2831.7418708938562,-81.37085806610708,7.317817153534603,0,0,99
27.893944498203133,28.040939073019867,16.70217215835596,9.35508312181351,0.15399301296022744,3191.1016397734106,-81.03611457895556,4.326958929963932,0,0,100
33.61117724374439,27.43925957488309,19.76057128140081,9.511947029986295,0.06646074763156042,2773.480908158891,-79.60139453964943,2.0707794276727403,0,0,98
26.7117539351773,27.857301989692722,19.668365395601896,9.630896176867923,0.19843655526548912,3545.554609766842,-69.84334913492268,5.749006716319405,0,0,97
29.172289893194726,27.714259432789454,23.59732353343427,10.899455004617346,0.05332305506398246,3262.621443453532,-83.89872668090929,6.190084972437093,0,0,98
24.985055342570043,28.35146941927636,17.28121647541857,10.097358169298873,0.19670973198049146,4093.7688636246967,-79.62493827939221,5.638263621505242,0,0,98
24.61282512772638,27.394061110125655,16.660455143798938,10.382736090801432,0.1727329092701572,2501.704488515205,-79.30727629659528,4.135497734103354,0,0,98
32.215208208139614,28.362048783982623,16.188286882546414,10.36589508980909,0.1636143073534135,3009.5727257863346,-76.51234404475044,6.314771815335568,0,0,99
26.058545808683586,28.03274965575453,24.943975700020527,9.68243314931431,0.20513176280953058,2354.9136515241394,-81.88772746315773,3.112669892748246,0,0,98
25.39359860957673,28.54537419638068,20.486297932814626,9.917760050980904,0.17714438847052394,3419.2078975979807,-82.51427898990282,5.900773333639506,0,0,99
22.95646418265982,28.36714477882191,24.3664685910379,7.60468156810525,0.027268565183709077,2806.3063708534996,-74.93235540325351,3.5070577068479283,0,0,94
23.008867272140602,28.617227060743634,21.96979142145371,10.364573018389441,0.11838883442161567,3023.4035609227376,-70.60801228619871,4.917840270760023,0,0,97
36.532133498625065,27.219164880191,17.54464471489325,10.858219894922922,0.17662186566105628,2750.9201920717624,-80.8324890014291,4.919219882757144,0,0,97
30.518515367694448,28.22069480418603,15.869616126217549,10.949136560542174,0.05694463579157098,2732.318908727515,-75.3522507290129,4.522708773538849,0,0,98
29.296665409953768,27.947942778252926,18.290987894978155,10.25214229103974,0.08490007349461835,3836.954910274184,-84.02406952599881,6.185976540766802,0,0,98
25.291353153951555,27.87636299632123,20.411439154128775,11.22930788091116,0.2654792992388896,2826.678637238976,-79.18470908989013,4.5073722745978575,0,0,98
27.923935168389246,27.598988254144878,17.944460592022832,10.345056527277052,0.17630625040442865,2669.1076225790707,-77.92261394303532,5.549721800190994,0,0,99
24.907960864578133,28.91030451902688,19.218680055149786,9.104477735967045,0.2891615073861102,3480.164619365359,-72.73564883902473,5.647541198103898,0,0,95
29.367023903108638,28.750468335686353,20.85127151455815,10.23806901553868,0.06953678490081498,3196.7676686026025,-85.28093282808257,2.294575199139775,0,0,97
25.60249990818491,28.10375572359988,18.907044870994927,9.882841551983278,0.1853890103424669,2874.7905167134236,-86.39649389014993,7.339317416009228,0,0,99
